i;ii;iii;iv
0.00039457;-0.00069046;-0.00035969;-0.0008172
0.00070357;-0.0011644;-0.00056124;-0.001429
0.0011142;-0.001749;-0.00078957;-0.0022201
0.0016311;-0.0024321;-0.0010466;-0.0031824
0.0022562;-0.0031974;-0.0013397;-0.0042971
0.0029896;-0.0040253;-0.0016795;-0.0055383
0.0038293;-0.0048957;-0.0020782;-0.0068758
0.0047721;-0.005792;-0.0025494;-0.0082765
0.0058149;-0.0067041;-0.0031072;-0.0097042
0.006955;-0.0076281;-0.0037649;-0.011119
0.0081914;-0.0085634;-0.0045316;-0.012484
0.0095234;-0.0095102;-0.0054091;-0.013764
0.010951;-0.010467;-0.0063925;-0.01493
0.012476;-0.011433;-0.0074726;-0.015957
0.014098;-0.012407;-0.0086387;-0.016824
0.01582;-0.013388;-0.0098791;-0.017516
0.017641;-0.014376;-0.011182;-0.018022
0.019559;-0.015373;-0.012535;-0.018341
0.02157;-0.016375;-0.013928;-0.01848
0.023669;-0.017375;-0.015351;-0.018461
0.02585;-0.018364;-0.016797;-0.018321
0.028109;-0.01933;-0.018262;-0.01811
0.030441;-0.020264;-0.019744;-0.017882
0.032843;-0.021154;-0.021239;-0.01769
0.035307;-0.021991;-0.022745;-0.017581
0.037826;-0.022766;-0.024259;-0.017603
0.040392;-0.023471;-0.025775;-0.017795
0.042995;-0.024099;-0.027286;-0.018192
0.045625;-0.02465;-0.028787;-0.018814
0.048275;-0.025126;-0.03027;-0.019665
0.050937;-0.02553;-0.031727;-0.02073
0.053606;-0.025864;-0.033154;-0.021978
0.056277;-0.026129;-0.034549;-0.023371
0.058949;-0.02633;-0.035912;-0.024862
0.061623;-0.026475;-0.037242;-0.026405
0.064304;-0.026574;-0.038537;-0.027954
0.066998;-0.026641;-0.039794;-0.029467
0.069712;-0.026683;-0.041008;-0.030901
0.072456;-0.026699;-0.042173;-0.032222
0.075237;-0.026688;-0.043287;-0.033406
0.078067;-0.026642;-0.044346;-0.034441
0.080954;-0.026556;-0.045349;-0.035326
0.08391;-0.026425;-0.046294;-0.036066
0.086939;-0.026242;-0.047178;-0.036672
0.090049;-0.025999;-0.047998;-0.037156
0.093241;-0.025687;-0.048751;-0.037535
0.096517;-0.025297;-0.049431;-0.037833
0.099878;-0.024819;-0.050031;-0.038075
0.10332;-0.024248;-0.050543;-0.038283
0.10684;-0.023583;-0.050958;-0.038467
0.11044;-0.022827;-0.05127;-0.038619
0.1141;-0.021987;-0.051472;-0.03872
0.11784;-0.021071;-0.05156;-0.038742
0.12163;-0.020092;-0.051531;-0.038652
0.12549;-0.019062;-0.051385;-0.038419
0.1294;-0.017993;-0.051126;-0.038019
0.13336;-0.016898;-0.050764;-0.037433
0.13735;-0.015783;-0.050309;-0.03665
0.14139;-0.014653;-0.049775;-0.035669
0.14546;-0.01351;-0.049176;-0.034507
0.14955;-0.012353;-0.048526;-0.033196
0.15366;-0.011184;-0.04784;-0.03178
0.15779;-0.010005;-0.047131;-0.030303
0.16192;-0.0088159;-0.046414;-0.028804
0.16604;-0.0076173;-0.045702;-0.027312
0.17015;-0.0064086;-0.04501;-0.025849
0.17422;-0.005191;-0.044351;-0.024428
0.17826;-0.0039693;-0.043741;-0.023058
0.18226;-0.0027513;-0.043195;-0.02174
0.18621;-0.0015468;-0.042725;-0.020468
0.19012;-0.00036556;-0.042342;-0.019229
0.19398;0.00078524;-0.042057;-0.018007
0.1978;0.0019009;-0.041877;-0.016785
0.20158;0.0029779;-0.041811;-0.015552
0.20533;0.0040135;-0.041869;-0.014297
0.20906;0.0050051;-0.042059;-0.013017
0.21279;0.0059506;-0.04239;-0.011714
0.21651;0.0068494;-0.042873;-0.010397
0.22024;0.0077022;-0.043518;-0.0090853
0.22397;0.0085119;-0.044336;-0.0077983
0.22771;0.0092835;-0.045333;-0.0065573
0.23144;0.010023;-0.046512;-0.005381
0.23518;0.010738;-0.047871;-0.0042859
0.2389;0.011433;-0.0494;-0.0032882
0.24259;0.012115;-0.051082;-0.0024067
0.24625;0.01279;-0.052892;-0.0016617
0.24984;0.013463;-0.054797;-0.0010724
0.25335;0.014137;-0.056762;-0.00065264
0.25676;0.014816;-0.058744;-0.0004082
0.26004;0.0155;-0.060702;-0.00033449
0.26317;0.016186;-0.062596;-0.0004167
0.26613;0.016872;-0.06439;-0.00063236
0.26888;0.017554;-0.066053;-0.00095444
0.27142;0.018227;-0.067562;-0.0013534
0.27371;0.018887;-0.068902;-0.0017974
0.27575;0.019527;-0.070065;-0.0022527
0.2775;0.020141;-0.071054;-0.0026868
0.27897;0.020722;-0.071871;-0.0030751
0.28014;0.021266;-0.072527;-0.0034058
0.281;0.021772;-0.073032;-0.0036812
0.28155;0.022236;-0.073401;-0.0039158
0.2818;0.022658;-0.073647;-0.0041327
0.28175;0.023039;-0.07378;-0.0043615
0.28143;0.023386;-0.073808;-0.0046353
0.28085;0.023706;-0.073733;-0.0049887
0.28004;0.024009;-0.073556;-0.0054574
0.27903;0.024303;-0.073275;-0.0060778
0.27783;0.024595;-0.072886;-0.006882
0.27648;0.024889;-0.072381;-0.0078882
0.27499;0.025187;-0.071751;-0.0090947
0.27339;0.025491;-0.070986;-0.010479
0.2717;0.025803;-0.070075;-0.012002
0.26995;0.026124;-0.069013;-0.013615
0.26816;0.026452;-0.067796;-0.015267
0.26634;0.026784;-0.066426;-0.01691
0.26451;0.027112;-0.064907;-0.0185
0.26267;0.027423;-0.063245;-0.019992
0.26083;0.027702;-0.061449;-0.021343
0.25897;0.027935;-0.05953;-0.022515
0.25711;0.02811;-0.057502;-0.023483
0.25522;0.028215;-0.055383;-0.024235
0.25331;0.028244;-0.05319;-0.024776
0.25135;0.028188;-0.050944;-0.025125
0.24931;0.028045;-0.048663;-0.025307
0.24718;0.027814;-0.046367;-0.025355
0.24492;0.027498;-0.044074;-0.025305
0.24251;0.027104;-0.041798;-0.025196
0.23991;0.026641;-0.039551;-0.025067
0.23711;0.026118;-0.037346;-0.024949
0.23408;0.025546;-0.035191;-0.024864
0.23081;0.024928;-0.033095;-0.024824
0.22728;0.024268;-0.031063;-0.024833
0.22349;0.023568;-0.029097;-0.024892
0.21944;0.022831;-0.027194;-0.024996
0.21513;0.022059;-0.02535;-0.025139
0.21057;0.021252;-0.023557;-0.025307
0.20577;0.020413;-0.021808;-0.02548
0.20077;0.019542;-0.020091;-0.025636
0.19558;0.018648;-0.018398;-0.025763
0.19023;0.01774;-0.016718;-0.025866
0.18474;0.016826;-0.015045;-0.025962
0.17916;0.015917;-0.013374;-0.026072
0.17352;0.015019;-0.011708;-0.026215
0.16785;0.014138;-0.01005;-0.026403
0.16218;0.013275;-0.0084053;-0.02664
0.15655;0.012429;-0.0067805;-0.026928
0.15096;0.0116;-0.0051832;-0.027266
0.14545;0.010787;-0.0036221;-0.027652
0.14003;0.0099911;-0.0021068;-0.028087
0.1347;0.009211;-0.0006482;-0.028566
0.12949;0.0084471;0.00074244;-0.029075
0.1244;0.0076991;0.0020547;-0.029592
0.11944;0.0069665;0.0032811;-0.030091
0.11461;0.0062481;0.0044172;-0.030543
0.10992;0.0055434;0.0054608;-0.03092
0.10536;0.0048526;0.0064098;-0.031195
0.10092;0.0041775;0.007262;-0.031347
0.096608;0.0035218;0.0080162;-0.031362
0.092398;0.00289;0.0086727;-0.031238
0.088282;0.0022873;0.0092335;-0.030986
0.084251;0.0017193;0.0097018;-0.030625
0.080297;0.0011924;0.010081;-0.030178
0.076414;0.00071319;0.010374;-0.029663
0.072601;0.00028743;0.010582;-0.029097
0.06886;-8.0368e-05;0.010709;-0.02849
0.065191;-0.00038691;0.010758;-0.027859
0.061595;-0.00063067;0.010733;-0.02722
0.058074;-0.00081366;0.010639;-0.026591
0.054627;-0.00094258;0.010479;-0.025982
0.051258;-0.0010281;0.010257;-0.025389
0.047971;-0.0010837;0.0099793;-0.024796
0.044772;-0.0011236;0.0096533;-0.024182
0.041667;-0.0011606;0.0092893;-0.02352
0.03866;-0.0012047;0.0088976;-0.02279
0.035757;-0.001263;0.0084872;-0.02197
0.032961;-0.0013407;0.0080648;-0.02104
0.030276;-0.001441;0.0076356;-0.01998
0.027703;-0.0015629;0.0072038;-0.018774
0.025243;-0.0017009;0.0067732;-0.017421
0.022895;-0.0018457;0.006346;-0.015937
0.020659;-0.0019862;0.0059235;-0.014356
0.018537;-0.0021105;0.0055058;-0.012715
0.016529;-0.002207;0.0050927;-0.011055
0.014636;-0.0022659;0.0046831;-0.0094136
0.012854;-0.002279;0.004275;-0.0078298
0.011177;-0.0022404;0.0038663;-0.0063391
0.0096031;-0.0021465;0.0034556;-0.0049743
0.0081286;-0.0019982;0.0030428;-0.0037644
0.0067534;-0.0018007;0.0026297;-0.0027303
0.005479;-0.001564;0.0022198;-0.0018817
0.0043111;-0.0013013;0.0018186;-0.001216
0.0032592;-0.0010285;0.0014325;-0.00072002
0.0023353;-0.00076198;0.0010691;-0.00037374
0.0015518;-0.00051783;0.00073829;-0.00015454
0.00091907;-0.00031029;0.00045247;-3.7418e-05
0.00044539;-0.00015056;0.0002257;6.3531e-06
0.00013727;-4.6043e-05;7.1236e-05;8.4834e-06
0;0;0;0
-0.00012948;-1.0816e-05;4.7982e-05;6.3071e-05
-0.00046365;-3.5461e-05;0.00018474;0.00020964
-0.0010559;-7.1183e-05;0.00043924;0.00044634
-0.0019599;-0.0001122;0.00083265;0.00078358
-0.0032275;-0.00015028;0.0013778;0.0012366
-0.0049082;-0.0001751;0.002078;0.0018252
-0.0070465;-0.00017534;0.0029278;0.0025724
-0.009681;-0.00014043;0.0039142;0.0035007
-0.012842;-6.2008e-05;0.0050193;0.0046292
-0.016548;6.5852e-05;0.0062216;0.0059705
-0.020808;0.00024672;0.0074958;0.00753
-0.025618;0.00048211;0.008813;0.0093077
-0.030962;0.00077278;0.010143;0.011299
-0.036818;0.0011202;0.011457;0.013495
-0.043158;0.0015268;0.012728;0.015882
-0.049953;0.0019946;0.013936;0.018436
-0.057174;0.0025241;0.015064;0.021122
-0.064793;0.0031132;0.016099;0.023896
-0.072775;0.00376;0.017029;0.02671
-0.081079;0.0044633;0.017846;0.029513
-0.089651;0.0052227;0.018543;0.032255
-0.098417;0.0060378;0.019115;0.034886
-0.10729;0.0069068;0.019563;0.037356
-0.11614;0.007827;0.019889;0.039618
-0.12485;0.008796;0.020096;0.041634
-0.13329;0.009812;0.020193;0.04338
-0.14133;0.010873;0.020189;0.044847
-0.14892;0.011977;0.020096;0.04604
-0.156;0.013122;0.019925;0.046968
-0.16258;0.014304;0.01969;0.047648
-0.16862;0.015524;0.019405;0.048093
-0.17408;0.01678;0.019088;0.04832
-0.17893;0.018074;0.018756;0.048342
-0.18315;0.019409;0.018425;0.048172
-0.18674;0.020788;0.018106;0.047819
-0.18976;0.022213;0.017806;0.047287
-0.19228;0.023685;0.01753;0.046577
-0.19436;0.025203;0.01728;0.045688
-0.19605;0.026762;0.017058;0.044624
-0.19741;0.028356;0.016863;0.043391
-0.19849;0.029977;0.016694;0.042002
-0.19939;0.031613;0.016553;0.040467
-0.20016;0.033253;0.016446;0.038797
-0.20086;0.03489;0.016381;0.037002
-0.20153;0.036517;0.016366;0.035092
-0.20219;0.038133;0.016412;0.033078
-0.20285;0.03974;0.016523;0.03098
-0.20354;0.041334;0.016702;0.028823
-0.20425;0.042913;0.016952;0.026637
-0.20499;0.044474;0.017271;0.024452
-0.20574;0.046019;0.017657;0.022292
-0.20648;0.047554;0.018107;0.020181
-0.20717;0.049087;0.018612;0.018136
-0.20778;0.050627;0.019163;0.016175
-0.20826;0.052177;0.019751;0.014311
-0.2086;0.053738;0.020371;0.012554
-0.20877;0.05531;0.021019;0.010906
-0.20872;0.056889;0.02169;0.0093637
-0.20844;0.058473;0.022381;0.0079222
-0.20789;0.060058;0.023089;0.0065733
-0.20707;0.06164;0.023812;0.0053074
-0.20596;0.063213;0.024552;0.0041132
-0.20455;0.064769;0.025307;0.0029773
-0.20285;0.066297;0.026077;0.0018841
-0.20085;0.067793;0.026861;0.00081835
-0.19858;0.069248;0.027657;-0.00023161
-0.19605;0.070659;0.028466;-0.0012708
-0.19329;0.07202;0.02929;-0.0022975
-0.19033;0.073324;0.030133;-0.0033067
-0.18721;0.074561;0.030993;-0.0042921
-0.18395;0.075721;0.031868;-0.0052475
-0.1806;0.076795;0.032746;-0.0061666
-0.17719;0.07778;0.033615;-0.0070444
-0.17377;0.078671;0.034456;-0.0078778
-0.17036;0.079465;0.035248;-0.0086684
-0.167;0.080159;0.035966;-0.0094232
-0.16372;0.080747;0.036583;-0.010155
-0.16052;0.081225;0.037069;-0.01088
-0.15742;0.081594;0.037391;-0.011616
-0.15442;0.081855;0.037515;-0.012382
-0.15153;0.082013;0.037413;-0.013195
-0.14875;0.082072;0.037057;-0.014069
-0.14607;0.082036;0.036425;-0.015013
-0.14349;0.081909;0.035501;-0.016033
-0.141;0.081699;0.034277;-0.017132
-0.1386;0.081415;0.032754;-0.018306
-0.13628;0.081074;0.030942;-0.019546
-0.13403;0.080696;0.028861;-0.020839
-0.13186;0.080301;0.026539;-0.02217
-0.12975;0.079908;0.02401;-0.023523
-0.1277;0.079535;0.021314;-0.024883
-0.12571;0.079197;0.018499;-0.026234
-0.12378;0.078907;0.015616;-0.027562
-0.12189;0.078677;0.012716;-0.028855
-0.12005;0.078513;0.009851;-0.030103
-0.11824;0.07842;0.007068;-0.0313
-0.11645;0.078398;0.0044087;-0.032451
-0.11467;0.078444;0.00191;-0.033565
-0.11289;0.078552;-0.00039666;-0.034658
-0.1111;0.078711;-0.0024878;-0.035744
-0.10929;0.078909;-0.0043494;-0.036842
-0.10745;0.079126;-0.005978;-0.037967
-0.10559;0.079344;-0.0073781;-0.039135
-0.10371;0.079542;-0.0085605;-0.040359
-0.10181;0.079705;-0.0095411;-0.04165
-0.099895;0.079826;-0.010341;-0.043014
-0.097954;0.079901;-0.010985;-0.044447
-0.095989;0.079933;-0.011501;-0.045942
-0.093994;0.079929;-0.011918;-0.047486
-0.091962;0.079895;-0.01226;-0.049065
-0.089883;0.079836;-0.012551;-0.050664
-0.087745;0.079758;-0.012811;-0.052265
-0.085535;0.079664;-0.013056;-0.053853
-0.08324;0.079553;-0.013299;-0.055413
-0.08085;0.079423;-0.01355;-0.056936
-0.078358;0.079267;-0.013816;-0.058414
-0.075761;0.079074;-0.014102;-0.05985
-0.073058;0.078833;-0.014409;-0.061252
-0.070253;0.078534;-0.014739;-0.062632
-0.067354;0.07817;-0.01509;-0.064004
-0.064373;0.077735;-0.015457;-0.065381
-0.061326;0.077226;-0.015834;-0.066772
-0.058231;0.076638;-0.016211;-0.068185
-0.055112;0.07597;-0.016583;-0.069623
-0.051992;0.075225;-0.016943;-0.071084
-0.048898;0.074414;-0.017289;-0.07256
-0.045855;0.073551;-0.01762;-0.074037
-0.042888;0.072654;-0.017937;-0.075494
-0.040019;0.071742;-0.018244;-0.07691
-0.037267;0.070825;-0.018548;-0.078263
-0.03465;0.069913;-0.018859;-0.079533
-0.032187;0.069008;-0.019187;-0.080698
-0.02989;0.068112;-0.019542;-0.081736
-0.027774;0.067227;-0.019934;-0.082627
-0.025851;0.066352;-0.020371;-0.083351
-0.024132;0.065482;-0.020858;-0.083896
-0.022624;0.06461;-0.021395;-0.084254
-0.021334;0.063723;-0.021977;-0.084423
-0.020268;0.06281;-0.022594;-0.084407
-0.019426;0.061861;-0.02323;-0.084212
-0.018807;0.060867;-0.023866;-0.083845
-0.018409;0.059819;-0.024484;-0.083315
-0.018226;0.058712;-0.025064;-0.082631
-0.01825;0.057539;-0.025589;-0.081802
-0.018465;0.056293;-0.026046;-0.080836
-0.018852;0.054966;-0.026422;-0.079737
-0.019386;0.053553;-0.026709;-0.078504
-0.020039;0.052051;-0.026906;-0.077133
-0.020779;0.050462;-0.027015;-0.075617
-0.021573;0.048791;-0.02704;-0.073949
-0.022387;0.047045;-0.026988;-0.07212
-0.023186;0.045236;-0.026867;-0.070128
-0.023937;0.043378;-0.026683;-0.067971
-0.024612;0.041485;-0.026441;-0.065648
-0.025187;0.039571;-0.026147;-0.06316
-0.02564;0.037651;-0.025804;-0.060514
-0.025951;0.035735;-0.025415;-0.057724
-0.026105;0.033829;-0.024981;-0.054814
-0.02609;0.031941;-0.024501;-0.051811
-0.025901;0.030072;-0.023974;-0.048748
-0.025537;0.028225;-0.023398;-0.045657
-0.025006;0.026401;-0.022769;-0.042574
-0.024318;0.024599;-0.022085;-0.039533
-0.023487;0.022824;-0.021348;-0.036569
-0.022529;0.021079;-0.02056;-0.033712
-0.021463;0.019371;-0.019729;-0.030987
-0.020306;0.017709;-0.018862;-0.028409
-0.01908;0.0161;-0.017971;-0.025988
-0.017804;0.014551;-0.017065;-0.023727
-0.016497;0.013069;-0.016154;-0.021623
-0.015179;0.011661;-0.015252;-0.019665
-0.013867;0.010335;-0.014368;-0.017843
-0.012576;0.0090992;-0.013513;-0.016141
-0.011323;0.0079589;-0.012689;-0.014542
-0.010119;0.0069176;-0.011897;-0.01303
-0.008974;0.005975;-0.011134;-0.011593
-0.007898;0.0051271;-0.010396;-0.010225
-0.0068977;0.0043689;-0.0096778;-0.0089261
-0.0059782;0.0036958;-0.0089752;-0.0077013
-0.0051417;0.003102;-0.0082824;-0.0065577
-0.0043875;0.0025794;-0.0075957;-0.0055034
-0.0037119;0.0021165;-0.0069139;-0.0045469
-0.0031097;0.0016995;-0.0062393;-0.0036973
-0.0025755;0.0013155;-0.0055778;-0.0029632
-0.0021047;0.0009571;-0.0049373;-0.0023502
-0.0016943;0.00062433;-0.0043257;-0.0018572
-0.0013414;0.00032387;-0.0037489;-0.0014752
-0.0010427;6.5612e-05;-0.0032102;-0.0011888
-0.00079392;-0.00014204;-0.0027115;-0.00097902
-0.00059028;-0.00029523;-0.0022533;-0.00082529
-0.00042705;-0.00039437;-0.001836;-0.00070876
-0.0002997;-0.00044239;-0.0014596;-0.0006139
-0.00020347;-0.00044393;-0.0011245;-0.00052896
-0.00013315;-0.00040592;-0.00083198;-0.00044517
-8.335e-05;-0.00033822;-0.00058381;-0.0003571
-4.9121e-05;-0.00025295;-0.00038071;-0.0002644
-2.6461e-05;-0.00016359;-0.00022207;-0.00017263
-1.221e-05;-8.4023e-05;-0.00010648;-9.1183e-05
-3.8222e-06;-2.6689e-05;-3.2639e-05;-3.0324e-05
0;0;0;0
6.2936e-05;3.0974e-05;-2.2361e-05;-0.00021265
0.00020553;9.861e-05;-6.769e-05;-0.00065379
0.00042966;0.00019815;-0.00013031;-0.0012698
0.00073906;0.00032303;-0.00020619;-0.0020081
0.001138;0.00046522;-0.00029261;-0.0028218
0.0016306;0.00061602;-0.00038782;-0.0036737
0.0022202;0.00076654;-0.00049144;-0.0045396
0.0029089;0.00090746;-0.00060513;-0.0054081
0.0036985;0.0010294;-0.00073341;-0.00628
0.0045897;0.0011245;-0.00088409;-0.0071642
0.0055818;0.0011888;-0.0010676;-0.008073
0.0066709;0.0012223;-0.0012953;-0.0090206
0.0078499;0.0012274;-0.0015774;-0.010022
0.0091091;0.0012074;-0.0019228;-0.011093
0.010438;0.0011657;-0.0023396;-0.012245
0.011824;0.0011061;-0.0028359;-0.013484
0.01326;0.0010336;-0.00342;-0.014808
0.014737;0.00095358;-0.0041;-0.016206
0.016251;0.00087058;-0.0048826;-0.017664
0.017799;0.00078799;-0.0057735;-0.019164
0.019382;0.00070822;-0.0067763;-0.020687
0.021002;0.00063343;-0.0078906;-0.022217
0.022669;0.00056589;-0.0091106;-0.023733
0.024391;0.00050813;-0.010425;-0.02522
0.02618;0.00046316;-0.01182;-0.026661
0.028046;0.00043434;-0.013281;-0.028046
0.029998;0.00042487;-0.014796;-0.029374
0.032042;0.00043805;-0.016351;-0.030651
0.034182;0.00047848;-0.017934;-0.031892
0.03642;0.00055288;-0.019534;-0.033111
0.038756;0.00066945;-0.021138;-0.034324
0.041185;0.00083608;-0.022735;-0.035541
0.043701;0.0010588;-0.024315;-0.036773
0.046296;0.0013413;-0.025873;-0.038026
0.048961;0.0016857;-0.027403;-0.039304
0.051688;0.0020932;-0.0289;-0.040609
0.054469;0.0025648;-0.030359;-0.041938
0.057298;0.0031013;-0.031774;-0.04329
0.060169;0.0037035;-0.033143;-0.044658
0.063077;0.0043718;-0.03446;-0.046042
0.066018;0.005106;-0.035722;-0.04744
0.068991;0.0059047;-0.036927;-0.048856
0.072;0.0067667;-0.038072;-0.050291
0.075046;0.0076906;-0.039154;-0.051746
0.078136;0.0086751;-0.040173;-0.053225
0.081272;0.0097178;-0.041128;-0.054729
0.08446;0.010816;-0.042018;-0.056267
0.087704;0.011966;-0.042847;-0.057845
0.091012;0.013164;-0.043618;-0.059475
0.094392;0.014409;-0.044334;-0.061166
0.097849;0.015699;-0.044999;-0.062928
0.10139;0.017032;-0.045617;-0.064768
0.105;0.018406;-0.046192;-0.066694
0.10869;0.019819;-0.046729;-0.068715
0.11243;0.021267;-0.047235;-0.070836
0.1162;0.022747;-0.047718;-0.07306
0.11999;0.024254;-0.048189;-0.075382
0.12376;0.025787;-0.048661;-0.077791
0.12747;0.027344;-0.049148;-0.080268
0.13111;0.028921;-0.049664;-0.082791
0.13463;0.030515;-0.050226;-0.085338
0.13801;0.032123;-0.050847;-0.087884
0.14122;0.033743;-0.051542;-0.090402
0.14425;0.035375;-0.052321;-0.092862
0.14705;0.037019;-0.053194;-0.095236
0.14962;0.038677;-0.054167;-0.097495
0.15194;0.040348;-0.055246;-0.099624
0.154;0.04203;-0.056429;-0.10161
0.15578;0.043723;-0.057714;-0.10346
0.15727;0.045429;-0.059098;-0.10516
0.15848;0.047147;-0.060573;-0.10672
0.1594;0.048879;-0.062136;-0.10813
0.16003;0.050618;-0.063781;-0.1094
0.16037;0.05236;-0.065507;-0.11052
0.16043;0.054094;-0.067313;-0.11149
0.16021;0.055817;-0.069202;-0.1123
0.15972;0.057524;-0.071179;-0.11294
0.15897;0.059217;-0.073253;-0.11339
0.15797;0.060893;-0.075434;-0.11363
0.15672;0.062551;-0.077734;-0.11362
0.15523;0.064188;-0.080164;-0.11335
0.15351;0.065803;-0.082733;-0.11279
0.15158;0.067395;-0.085447;-0.11192
0.14949;0.068968;-0.088308;-0.11073
0.14726;0.070519;-0.091311;-0.10922
0.14495;0.072044;-0.094446;-0.10737
0.14263;0.073534;-0.097699;-0.1052
0.14037;0.074981;-0.10105;-0.10272
0.13822;0.076375;-0.10449;-0.09997
0.13622;0.077707;-0.10798;-0.096978
0.13442;0.078971;-0.1115;-0.093788
0.13281;0.08016;-0.11502;-0.090447
0.13141;0.081268;-0.11852;-0.087008
0.1302;0.082291;-0.12198;-0.083521
0.12918;0.083225;-0.12536;-0.080028
0.12834;0.084068;-0.12863;-0.07656
0.12768;0.084819;-0.13178;-0.073135
0.12718;0.085481;-0.13477;-0.069762
0.12682;0.086055;-0.1376;-0.066441
0.12656;0.086545;-0.14025;-0.063165
0.12637;0.086955;-0.1427;-0.059928
0.12621;0.087289;-0.14496;-0.056716
0.12606;0.087552;-0.14702;-0.053514
0.12589;0.08775;-0.14887;-0.050306
0.12567;0.087886;-0.15052;-0.047073
0.12537;0.087961;-0.15195;-0.043806
0.12497;0.087973;-0.15317;-0.0405
0.12444;0.087918;-0.15418;-0.03716
0.12374;0.087789;-0.15497;-0.033799
0.12288;0.087581;-0.15554;-0.030436
0.12182;0.08729;-0.1559;-0.027083
0.12055;0.086911;-0.15607;-0.023754
0.11906;0.086443;-0.15605;-0.020455
0.11733;0.085885;-0.15586;-0.017199
0.11537;0.085238;-0.15551;-0.013996
0.11317;0.08451;-0.15501;-0.010857
0.11073;0.083708;-0.15439;-0.0077895
0.10809;0.082846;-0.15364;-0.0047952
0.10526;0.081934;-0.15279;-0.0018693
0.10225;0.080981;-0.15183;0.00099684
0.099105;0.079998;-0.15078;0.0038139
0.095837;0.078993;-0.14963;0.0065946
0.092487;0.077976;-0.14838;0.0093521
0.089092;0.076955;-0.14702;0.012098
0.085691;0.075941;-0.14556;0.014841
0.082316;0.07494;-0.14398;0.017582
0.078997;0.073956;-0.14228;0.020313
0.075754;0.07299;-0.14047;0.023017
0.072602;0.072036;-0.13855;0.02567
0.069551;0.07109;-0.13651;0.028242
0.066603;0.070143;-0.13436;0.030704
0.063753;0.069186;-0.1321;0.033025
0.060991;0.068213;-0.12973;0.035179
0.058306;0.067215;-0.12726;0.037141
0.055681;0.066185;-0.12469;0.038889
0.053102;0.065118;-0.12202;0.040408
0.050553;0.064009;-0.11926;0.041694
0.048018;0.062853;-0.11643;0.042759
0.045486;0.061647;-0.11353;0.043621
0.042953;0.060389;-0.11057;0.044306
0.04042;0.059079;-0.10758;0.044839
0.037894;0.057714;-0.10457;0.045242
0.035383;0.056295;-0.10156;0.045534
0.032895;0.054826;-0.098573;0.045733
0.030439;0.053309;-0.095623;0.045854
0.028024;0.051746;-0.09273;0.045907
0.025657;0.050137;-0.089907;0.045895
0.023346;0.048484;-0.087163;0.045813
0.021094;0.046787;-0.084503;0.045651
0.018903;0.045049;-0.081925;0.045396
0.016772;0.04327;-0.079425;0.045038
0.014702;0.041454;-0.076998;0.044565
0.012693;0.0396;-0.074631;0.043968
0.010745;0.037713;-0.072312;0.043236
0.0088607;0.035798;-0.070024;0.042363
0.0070436;0.033868;-0.06775;0.041344
0.0052978;0.031936;-0.065475;0.040186
0.0036277;0.030021;-0.063189;0.038905
