i;ii;iii;iv
-0.0072518;0.012825;-0.057868;0.061142
-0.011967;0.013541;-0.060927;0.06618
-0.017181;0.014191;-0.06397;0.071067
-0.022883;0.014772;-0.066993;0.075754
-0.02906;0.015281;-0.069992;0.080198
-0.035697;0.015723;-0.072965;0.084367
-0.042773;0.016111;-0.075907;0.088244
-0.050259;0.016455;-0.078815;0.091824
-0.058113;0.016768;-0.081686;0.095106
-0.066276;0.017058;-0.084518;0.098096
-0.074667;0.017333;-0.087311;0.1008
-0.083183;0.017597;-0.090065;0.10321
-0.091698;0.017855;-0.092781;0.10535
-0.10008;0.018107;-0.095457;0.10721
-0.10822;0.018349;-0.098095;0.10881
-0.11604;0.018574;-0.1007;0.11014
-0.12348;0.018772;-0.10326;0.11122
-0.13052;0.018935;-0.1058;0.11204
-0.13714;0.019058;-0.10831;0.1126
-0.14331;0.019141;-0.11079;0.11292
-0.14899;0.019183;-0.11325;0.11298
-0.15418;0.019187;-0.11569;0.1128
-0.15891;0.019154;-0.11811;0.11237
-0.16325;0.019086;-0.12052;0.11171
-0.16725;0.018989;-0.12289;0.1108
-0.17099;0.018871;-0.12523;0.10966
-0.17452;0.018739;-0.12753;0.1083
-0.17791;0.018604;-0.12979;0.10672
-0.18124;0.018478;-0.132;0.10497
-0.18458;0.018372;-0.13418;0.10305
-0.188;0.018298;-0.13631;0.10101
-0.19154;0.018268;-0.1384;0.098858
-0.19522;0.018296;-0.14043;0.096627
-0.19903;0.018394;-0.14243;0.094333
-0.20297;0.018572;-0.14437;0.091994
-0.20702;0.018838;-0.14627;0.089621
-0.21116;0.019197;-0.14813;0.087216
-0.21537;0.019652;-0.14994;0.084775
-0.2196;0.020209;-0.15171;0.082286
-0.22379;0.020875;-0.15344;0.079736
-0.2279;0.021658;-0.15514;0.077112
-0.23186;0.022569;-0.15682;0.074399
-0.23565;0.023616;-0.15847;0.071586
-0.2392;0.024805;-0.1601;0.068663
-0.2425;0.026141;-0.16171;0.065622
-0.24549;0.027628;-0.16329;0.062461
-0.24815;0.029265;-0.16485;0.059188
-0.25045;0.031049;-0.16638;0.05582
-0.25241;0.032975;-0.16789;0.052381
-0.254;0.035035;-0.16939;0.048898
-0.25525;0.037217;-0.17088;0.0454
-0.25617;0.039512;-0.17236;0.041913
-0.25678;0.041907;-0.17385;0.038463
-0.25712;0.044391;-0.17535;0.035074
-0.25723;0.04695;-0.17689;0.031769
-0.25715;0.049569;-0.17847;0.028565
-0.25689;0.052229;-0.1801;0.025474
-0.2565;0.054911;-0.1818;0.022503
-0.256;0.057597;-0.18356;0.019655
-0.2554;0.060268;-0.18539;0.016927
-0.25475;0.06291;-0.18728;0.014317
-0.25403;0.06551;-0.18922;0.01182
-0.25327;0.068056;-0.19119;0.0094269
-0.25246;0.070539;-0.19316;0.007129
-0.25159;0.07295;-0.19511;0.0049174
-0.25066;0.075281;-0.19699;0.0027865
-0.24964;0.077527;-0.19879;0.00073644
-0.24853;0.079688;-0.20046;-0.001228
-0.24729;0.081763;-0.20198;-0.0030995
-0.24591;0.083754;-0.2033;-0.0048709
-0.24438;0.085658;-0.20441;-0.0065378
-0.2427;0.087476;-0.20528;-0.0081003
-0.24086;0.08921;-0.20588;-0.0095622
-0.23887;0.090864;-0.20622;-0.010929
-0.23674;0.092441;-0.20626;-0.012206
-0.23446;0.093943;-0.20601;-0.0134
-0.23207;0.095371;-0.20547;-0.014518
-0.22956;0.096727;-0.20464;-0.015573
-0.22697;0.098013;-0.20353;-0.016578
-0.2243;0.09923;-0.20215;-0.017546
-0.22157;0.10038;-0.20053;-0.018491
-0.21881;0.10147;-0.19868;-0.019427
-0.21601;0.10249;-0.19664;-0.020366
-0.21319;0.10344;-0.19443;-0.021319
-0.21035;0.10433;-0.19208;-0.022292
-0.20749;0.10516;-0.1896;-0.023282
-0.2046;0.10592;-0.18702;-0.02428
-0.20169;0.10661;-0.18435;-0.025269
-0.19875;0.10723;-0.18162;-0.026227
-0.19578;0.10777;-0.17883;-0.02713
-0.19277;0.10822;-0.17599;-0.027953
-0.18972;0.10857;-0.1731;-0.028676
-0.18662;0.10881;-0.17018;-0.02928
-0.18348;0.10893;-0.16723;-0.029754
-0.18027;0.10892;-0.16426;-0.030088
-0.17701;0.10876;-0.16128;-0.03028
-0.1737;0.10847;-0.15828;-0.030335
-0.17033;0.10802;-0.15528;-0.030263
-0.16691;0.10743;-0.15229;-0.03008
-0.16344;0.10668;-0.14933;-0.029805
-0.15994;0.10577;-0.14642;-0.029457
-0.1564;0.10472;-0.14356;-0.029053
-0.15282;0.10352;-0.14078;-0.028609
-0.14921;0.10218;-0.13809;-0.028143
-0.14555;0.10072;-0.1355;-0.027671
-0.14184;0.099153;-0.13301;-0.027206
-0.13808;0.097476;-0.13063;-0.026756
-0.13427;0.095706;-0.12834;-0.026326
-0.13039;0.09385;-0.12615;-0.025915
-0.12646;0.091918;-0.12404;-0.025525
-0.12247;0.08992;-0.122;-0.025149
-0.11843;0.087866;-0.12001;-0.024783
-0.11434;0.085765;-0.11805;-0.024416
-0.1102;0.083624;-0.11611;-0.024038
-0.10602;0.081451;-0.11417;-0.023637
-0.10181;0.07925;-0.11221;-0.023203
-0.097578;0.077027;-0.11021;-0.022732
-0.093334;0.074782;-0.10814;-0.022229
-0.08909;0.072517;-0.106;-0.021701
-0.084859;0.070229;-0.10377;-0.021162
-0.080652;0.067912;-0.10144;-0.020626
-0.076482;0.065562;-0.099005;-0.020103
-0.072361;0.063177;-0.096466;-0.019603
-0.068299;0.060754;-0.093821;-0.019136
-0.064308;0.058299;-0.091073;-0.018709
-0.060399;0.055819;-0.088229;-0.018328
-0.056585;0.053325;-0.085301;-0.017994
-0.052881;0.050832;-0.0823;-0.017704
-0.049306;0.048355;-0.079237;-0.017451
-0.045877;0.045908;-0.076122;-0.017223
-0.042613;0.043505;-0.072961;-0.017007
-0.039531;0.041156;-0.069762;-0.016792
-0.036645;0.03887;-0.066532;-0.016566
-0.033966;0.036653;-0.063278;-0.016316
-0.031503;0.034512;-0.060009;-0.016034
-0.029256;0.032448;-0.05673;-0.015715
-0.027218;0.030459;-0.05345;-0.015363
-0.02538;0.028537;-0.050176;-0.014983
-0.023726;0.026675;-0.04692;-0.014581
-0.022239;0.024863;-0.043696;-0.014164
-0.0209;0.023097;-0.040524;-0.013737
-0.019689;0.021377;-0.037423;-0.013302
-0.018584;0.019703;-0.034413;-0.012861
-0.017562;0.018079;-0.031515;-0.012419
-0.016599;0.01651;-0.028745;-0.011977
-0.015677;0.015003;-0.026116;-0.011538
-0.014777;0.01356;-0.023642;-0.011103
-0.013887;0.012184;-0.021331;-0.01067
-0.012996;0.010878;-0.019186;-0.010236
-0.012095;0.0096442;-0.017207;-0.0097958
-0.011183;0.0084847;-0.015385;-0.0093433
-0.010262;0.007403;-0.013709;-0.0088741
-0.0093361;0.0064032;-0.012166;-0.0083839
-0.0084128;0.0054896;-0.010749;-0.0078691
-0.0074997;0.0046652;-0.0094487;-0.0073265
-0.006605;0.0039316;-0.008258;-0.0067548
-0.0057373;0.0032877;-0.0071674;-0.0061555
-0.0049055;0.0027295;-0.006166;-0.0055331
-0.0041195;0.0022501;-0.0052433;-0.0048952
-0.0033895;0.0018412;-0.0043917;-0.0042509
-0.0027247;0.0014932;-0.0036082;-0.0036092
-0.0021321;0.0011957;-0.0028936;-0.0029795
-0.0016159;0.00093845;-0.0022502;-0.0023738
-0.0011771;0.00071311;-0.0016803;-0.0018073
-0.00081394;0.00051551;-0.0011872;-0.0012972
-0.00052309;0.00034557;-0.00077551;-0.00085966
-0.00030036;0.00020584;-0.00044987;-0.00050657
-0.00014144;9.9772e-05;-0.00021285;-0.00024425
-4.2472e-05;3.0566e-05;-6.3968e-05;-7.5074e-05
0;0;0;0
6.4577e-05;6.3511e-05;-8.2012e-06;-5.9995e-05
0.00021172;0.00021113;2.1255e-05;-0.00019894
0.00044106;0.00044663;0.00015061;-0.00042472
0.00075149;0.00077309;0.00044283;-0.00074804
0.0011419;0.0011926;0.00095472;-0.0011782
0.0016114;0.0017052;0.001728;-0.0017207
0.0021584;0.0023088;0.0027853;-0.0023774
0.0027802;0.0029992;0.0041338;-0.0031482
0.0034719;0.0037709;0.0057715;-0.0040316
0.0042265;0.0046175;0.0076916;-0.0050232
0.0050358;0.0055321;0.0098803;-0.0061145
0.0058923;0.0065082;0.012313;-0.0072928
0.0067898;0.0075395;0.014956;-0.0085425
0.0077238;0.0086195;0.017769;-0.0098457
0.0086905;0.0097413;0.020714;-0.011184
0.0096855;0.010898;0.023759;-0.012539
0.010705;0.012083;0.026878;-0.013897
0.011744;0.01329;0.030046;-0.015242
0.012801;0.014513;0.033243;-0.016563
0.013868;0.015746;0.036453;-0.017851
0.014938;0.016981;0.039668;-0.019099
0.015999;0.018212;0.042889;-0.02031
0.017036;0.019429;0.046119;-0.021491
0.018034;0.020627;0.049365;-0.022658
0.018974;0.021796;0.052636;-0.023828
0.019837;0.022932;0.055944;-0.025016
0.020604;0.024027;0.059299;-0.026234
0.021256;0.025078;0.062711;-0.027484
0.021775;0.026084;0.066185;-0.028764
0.022145;0.027045;0.069719;-0.030067
0.022353;0.027964;0.073303;-0.031378
0.02239;0.028845;0.076924;-0.032675
0.022254;0.029687;0.080566;-0.033929
0.021946;0.030491;0.084218;-0.035101
0.021475;0.031252;0.087871;-0.036152
0.020858;0.031962;0.091514;-0.037043
0.020116;0.032611;0.095136;-0.03774
0.019274;0.033187;0.098727;-0.038214
0.018357;0.033677;0.10228;-0.038443
0.01739;0.034071;0.10579;-0.038407
0.016396;0.034359;0.10925;-0.038094
0.015391;0.034538;0.11267;-0.0375
0.014388;0.034608;0.11604;-0.036629
0.013399;0.034574;0.11935;-0.035492
0.01243;0.03444;0.12261;-0.034109
0.011484;0.034211;0.12581;-0.032509
0.010564;0.033892;0.12894;-0.030722
0.0096686;0.03349;0.13201;-0.028786
0.0087978;0.033016;0.135;-0.026737
0.0079502;0.032485;0.13791;-0.024612
0.007124;0.031911;0.14074;-0.02245
0.0063168;0.031309;0.14348;-0.020283
0.0055256;0.030694;0.14614;-0.018145
0.004748;0.030076;0.14871;-0.016063
0.0039836;0.02947;0.1512;-0.01406
0.003235;0.028886;0.15361;-0.012153
0.0025068;0.028336;0.15594;-0.010355
0.0018048;0.027831;0.15819;-0.0086704
0.0011336;0.02738;0.16037;-0.0071028
0.00049512;0.026994;0.16246;-0.0056552
-0.00011192;0.026686;0.16447;-0.0043352
-0.00069142;0.026468;0.16641;-0.0031572
-0.0012482;0.026353;0.16825;-0.0021435
-0.0017862;0.026352;0.17;-0.0013232
-0.0023066;0.026469;0.17165;-0.00072751
-0.0028084;0.026708;0.17319;-0.00038475
-0.0032897;0.027069;0.17462;-0.00031655
-0.0037486;0.027551;0.17593;-0.00053913
-0.0041835;0.028159;0.17711;-0.0010651
-0.0045927;0.028893;0.17816;-0.0019033
-0.0049742;0.029752;0.17907;-0.0030576
-0.005325;0.030729;0.17984;-0.0045245
-0.0056402;0.031812;0.18046;-0.0062909
-0.0059136;0.032986;0.18094;-0.0083352
-0.0061372;0.034241;0.18129;-0.01063
-0.0063032;0.035563;0.18151;-0.013146
-0.0064056;0.036943;0.18161;-0.015854
-0.0064425;0.038365;0.18159;-0.018723
-0.0064178;0.039813;0.18147;-0.021722
-0.0063398;0.041267;0.18123;-0.024821
-0.0062197;0.042709;0.18089;-0.02799
-0.0060685;0.044128;0.18045;-0.0312
-0.005896;0.045515;0.1799;-0.034431
-0.0057116;0.046867;0.17925;-0.037667
-0.0055255;0.048182;0.17851;-0.040896
-0.0053482;0.049462;0.17769;-0.04411
-0.0051905;0.050708;0.17681;-0.047301
-0.0050621;0.051926;0.17588;-0.050461
-0.0049707;0.053117;0.17495;-0.053578
-0.0049222;0.054289;0.17404;-0.056637
-0.0049205;0.055447;0.17318;-0.059614
-0.0049687;0.056603;0.17241;-0.062472
-0.005069;0.057767;0.17175;-0.065164
-0.0052217;0.058949;0.17122;-0.06763
-0.005425;0.060156;0.17084;-0.069805
-0.0056753;0.061391;0.17061;-0.07162
-0.0059676;0.06265;0.17053;-0.073015
-0.0062984;0.063932;0.17061;-0.073931
-0.0066665;0.065234;0.17082;-0.074316
-0.0070741;0.066551;0.17116;-0.07413
-0.0075253;0.067878;0.1716;-0.073342
-0.0080236;0.069207;0.17213;-0.071942
-0.0085703;0.070529;0.17271;-0.069943
-0.009165;0.071832;0.17333;-0.067376
-0.0098074;0.073108;0.17396;-0.064285
-0.010499;0.074351;0.17457;-0.060725
-0.011243;0.075557;0.17515;-0.056757
-0.012041;0.076727;0.17567;-0.052447
-0.012894;0.077858;0.17612;-0.04787
-0.013801;0.078951;0.1765;-0.043099
-0.014757;0.080003;0.17678;-0.03821
-0.015757;0.081015;0.17698;-0.033279
-0.016794;0.081988;0.17709;-0.028382
-0.017862;0.082924;0.17713;-0.023588
-0.018954;0.083828;0.1771;-0.018953
-0.020061;0.084699;0.177;-0.014514
-0.021174;0.085538;0.17683;-0.010295
-0.022286;0.086342;0.17662;-0.0063065
-0.023391;0.087105;0.17634;-0.002553
-0.024483;0.087817;0.17601;0.00096626
-0.025552;0.088471;0.17562;0.0042536
-0.02659;0.089059;0.17515;0.007311
-0.027584;0.089572;0.1746;0.010138
-0.028525;0.090001;0.17394;0.012729
-0.029407;0.090337;0.17316;0.01508
-0.030222;0.09057;0.17223;0.017185
-0.030969;0.090691;0.17114;0.019043
-0.031648;0.090696;0.16985;0.020657
-0.032262;0.090585;0.16837;0.02203
-0.032815;0.090363;0.16666;0.023169
-0.033311;0.090034;0.16472;0.024081
-0.033754;0.089601;0.16254;0.024777
-0.03415;0.089068;0.16011;0.02527
-0.034505;0.08844;0.15745;0.025573
-0.034827;0.087724;0.15455;0.025705
-0.035124;0.086929;0.15144;0.025682
-0.035406;0.086062;0.14814;0.025526
-0.035681;0.085129;0.14467;0.025253
-0.035956;0.084131;0.14107;0.024885
-0.036237;0.08307;0.13736;0.024441
-0.036524;0.081945;0.13358;0.023944
-0.036817;0.080755;0.12975;0.02341
-0.037114;0.079501;0.12589;0.022851
-0.037413;0.078185;0.12203;0.022275
-0.03771;0.076806;0.11816;0.021688
-0.038;0.075368;0.1143;0.021094
-0.038279;0.073872;0.11046;0.0205
-0.038539;0.072323;0.10662;0.019912
-0.038771;0.070727;0.10279;0.019338
-0.038968;0.069091;0.098965;0.01878
-0.039123;0.06742;0.09514;0.01824
-0.039227;0.06572;0.091313;0.017723
-0.039275;0.063995;0.087485;0.017235
-0.03926;0.062246;0.083656;0.016784
-0.039176;0.060478;0.079834;0.016383
-0.039021;0.058691;0.076025;0.016042
-0.038791;0.056889;0.072241;0.015768
-0.038488;0.055075;0.068494;0.015567
-0.038112;0.05325;0.064794;0.015441
-0.037665;0.051415;0.061152;0.015388
-0.03715;0.049569;0.057576;0.015405
-0.036572;0.047714;0.054074;0.015484
-0.035938;0.045854;0.05065;0.015615
-0.035254;0.043993;0.047315;0.015786
-0.034525;0.042135;0.044079;0.015983
-0.033758;0.040281;0.040952;0.016192
-0.032957;0.038433;0.03794;0.016398
-0.032129;0.036593;0.035051;0.016587
-0.031275;0.034763;0.032291;0.016742
-0.030394;0.032948;0.029664;0.016849
-0.029481;0.031151;0.027174;0.016895
-0.028531;0.029379;0.024822;0.016871
-0.027538;0.027638;0.022606;0.016777
-0.026495;0.025934;0.020526;0.016615
-0.025398;0.024268;0.018581;0.016388
-0.024243;0.022642;0.016771;0.016101
-0.023031;0.021055;0.015094;0.015755
-0.021763;0.019505;0.013547;0.01535
-0.020446;0.017987;0.012125;0.014886
-0.019093;0.016498;0.010823;0.014365
-0.017717;0.015034;0.0096375;0.01379
-0.01633;0.013597;0.0085607;0.013162
-0.014945;0.012193;0.0075848;0.012483
-0.013574;0.01083;0.0066998;0.011757
-0.012228;0.0095179;0.0058956;0.010987
-0.010919;0.0082681;0.0051632;0.01018
-0.0096559;0.0070899;0.0044954;0.009342
-0.0084468;0.0059931;0.0038858;0.0084791
-0.0072979;0.0049863;0.0033287;0.0075962
-0.0062141;0.0040762;0.0028184;0.0066973
-0.0051991;0.003266;0.0023495;0.0057878
-0.004256;0.0025556;0.0019178;0.0048775
-0.0033889;0.0019421;0.0015215;0.0039811
-0.0026023;0.0014209;0.0011617;0.0031176
-0.0019017;0.00098751;0.00084147;0.0023099
-0.0012935;0.0006376;0.00056514;0.0015833
-0.00078636;0.00036759;0.00033785;0.00096435
-0.00039187;0.0001738;0.00016505;0.0004789
-0.00012427;5.2437e-05;5.1263e-05;0.00015065
0;0;0;0
3.1378e-05;-4.585e-05;-0.00022112;9.4058e-05
9.9515e-05;-0.00014765;-0.00072242;0.00031774
0.00019924;-0.00030415;-0.0014986;0.00068849
0.00032385;-0.00051294;-0.0025386;0.0012269
0.00046479;-0.0007683;-0.0038261;0.0019543
0.00061087;-0.0010626;-0.0053398;0.002889
0.00074843;-0.0013895;-0.0070542;0.0040438
0.00086306;-0.001745;-0.0089409;0.0054235
0.00094135;-0.0021273;-0.01097;0.007025
0.00097224;-0.0025344;-0.013114;0.0088376
0.00094789;-0.0029632;-0.015345;0.010845
0.0008638;-0.0034101;-0.017638;0.013026
0.00071848;-0.0038712;-0.019972;0.015361
0.00051256;-0.0043446;-0.022326;0.017829
0.00024811;-0.00483;-0.024686;0.020406
-7.1804e-05;-0.0053267;-0.027039;0.023061
-0.00044343;-0.0058306;-0.029378;0.025757
-0.00086228;-0.006334;-0.031696;0.02845
-0.001323;-0.006827;-0.033993;0.031095
-0.001819;-0.0073004;-0.036267;0.033645
-0.0023425;-0.0077476;-0.038513;0.036059
-0.0028834;-0.0081631;-0.040724;0.038301
-0.0034304;-0.0085403;-0.042892;0.040339
-0.0039721;-0.0088717;-0.045005;0.042145
-0.0044972;-0.0091501;-0.047052;0.043701
-0.0049949;-0.0093699;-0.04902;0.045002
-0.0054557;-0.0095273;-0.050895;0.046053
-0.0058719;-0.0096196;-0.052666;0.046873
-0.0062365;-0.0096448;-0.054318;0.047485
-0.0065425;-0.0096028;-0.055839;0.047915
-0.0067822;-0.0094964;-0.057219;0.048186
-0.0069477;-0.0093319;-0.058447;0.048319
-0.0070313;-0.009118;-0.059518;0.048331
-0.0070256;-0.0088632;-0.060427;0.048234
-0.0069236;-0.0085747;-0.061173;0.048037
-0.0067184;-0.008259;-0.061759;0.047744
-0.0064033;-0.0079225;-0.062192;0.047357
-0.0059724;-0.0075705;-0.062479;0.046874
-0.0054213;-0.0072067;-0.062632;0.046292
-0.0047474;-0.0068338;-0.062663;0.045615
-0.003951;-0.0064557;-0.062585;0.044846
-0.0030361;-0.0060772;-0.062411;0.043997
-0.0020096;-0.0057023;-0.062151;0.043081
-0.00088022;-0.0053326;-0.061815;0.042119
0.00034368;-0.0049661;-0.06141;0.041136
0.0016551;-0.0045981;-0.060944;0.040163
0.0030484;-0.0042222;-0.060424;0.039236
0.0045192;-0.0038316;-0.059854;0.038385
0.0060645;-0.0034191;-0.059238;0.037639
0.0076832;-0.0029776;-0.058579;0.037019
0.0093742;-0.0024998;-0.057878;0.036539
0.011138;-0.0019783;-0.05714;0.036208
0.012974;-0.001405;-0.056369;0.03603
0.014883;-0.00077317;-0.055573;0.036001
0.016863;-7.903e-05;-0.054759;0.03611
0.018902;0.00067701;-0.053935;0.036336
0.020984;0.0014919;-0.053109;0.036651
0.023083;0.0023617;-0.052287;0.037024
0.025169;0.0032816;-0.051472;0.037422
0.027208;0.0042458;-0.050666;0.037814
0.029161;0.005249;-0.049868;0.038168
0.030989;0.0062868;-0.049076;0.038452
0.032652;0.0073547;-0.048283;0.038635
0.034111;0.0084477;-0.047485;0.038693
0.035333;0.0095596;-0.046678;0.038611
0.036288;0.010682;-0.045861;0.038387
0.036953;0.011803;-0.045033;0.038028
0.037312;0.012908;-0.044199;0.03755
0.037356;0.013982;-0.043362;0.036971
0.037083;0.01501;-0.042531;0.036308
0.036493;0.015981;-0.041715;0.035579
0.03559;0.016885;-0.040924;0.034799
0.034382;0.017717;-0.040175;0.033976
0.032877;0.018479;-0.039485;0.033108
0.031087;0.019178;-0.038875;0.032184
0.029024;0.019832;-0.038364;0.031184
0.026698;0.020461;-0.037972;0.03008
0.02412;0.021088;-0.037717;0.028848
0.0213;0.021732;-0.037618;0.027463
0.01825;0.022411;-0.037694;0.02591
0.014982;0.023134;-0.037958;0.02418
0.011514;0.023913;-0.038418;0.022277
0.0078677;0.024755;-0.039074;0.020211
0.0040797;0.025667;-0.039917;0.018002
0.00019731;0.026652;-0.040933;0.015676
-0.003719;0.027709;-0.042097;0.013269
-0.0075999;0.028834;-0.043375;0.010823
-0.011373;0.030018;-0.044729;0.008381
-0.014969;0.031244;-0.046111;0.005987
-0.018325;0.032496;-0.047472;0.003682
-0.021395;0.033752;-0.048762;0.0015056
-0.024146;0.03499;-0.049933;-0.00050274
-0.026564;0.036194;-0.050944;-0.0023045
-0.028643;0.037348;-0.051761;-0.0038646
-0.03038;0.038441;-0.052361;-0.0051561
-0.031776;0.039466;-0.052728;-0.0061634
-0.032841;0.040419;-0.052856;-0.006883
-0.0336;0.041301;-0.052748;-0.0073209
-0.034095;0.042114;-0.052418;-0.0074895
-0.034381;0.042862;-0.051885;-0.0074049
-0.034512;0.043551;-0.051175;-0.0070857
-0.03454;0.044185;-0.050313;-0.0065539
-0.034509;0.044769;-0.049326;-0.0058354
-0.034455;0.045306;-0.048236;-0.0049594
-0.034413;0.045798;-0.047065;-0.003955
-0.034412;0.046242;-0.04583;-0.0028484
-0.034478;0.046632;-0.044544;-0.0016608
-0.034628;0.046964;-0.043217;-0.00040941
-0.034869;0.047235;-0.041856;0.00089076
-0.0352;0.04744;-0.040467;0.0022263
-0.035614;0.047574;-0.039052;0.0035865
-0.036101;0.047634;-0.03761;0.0049641
-0.036646;0.047619;-0.036141;0.0063539
-0.037236;0.047534;-0.034644;0.0077483
-0.037852;0.047383;-0.033118;0.0091326
-0.038473;0.047174;-0.031561;0.010483
-0.039077;0.046917;-0.029971;0.011769
-0.039641;0.046621;-0.028344;0.01296
-0.040145;0.046299;-0.026676;0.014024
-0.040568;0.045966;-0.024966;0.01493
-0.040891;0.045636;-0.023213;0.015646
-0.041095;0.045322;-0.021419;0.016144
-0.041163;0.045038;-0.019586;0.016396
-0.04108;0.044796;-0.017717;0.016385
-0.040834;0.044602;-0.015819;0.016105
-0.040418;0.044462;-0.013902;0.015561
-0.039824;0.044378;-0.011979;0.014777
-0.039053;0.044346;-0.010066;0.01378
-0.03811;0.044362;-0.0081815;0.012608
-0.037007;0.044419;-0.0063447;0.011296
-0.035763;0.04451;-0.0045751;0.0098852
-0.0344;0.044624;-0.0028922;0.0084104
-0.032945;0.044752;-0.0013121;0.0069062
-0.031422;0.044881;0.00015477;0.005403
-0.029854;0.044996;0.0015061;0.0039238
-0.028266;0.045083;0.0027463;0.0024809
-0.026676;0.045126;0.0038843;0.0010755
-0.025103;0.045116;0.0049311;-0.00029951
-0.023557;0.045044;0.005898;-0.0016564
-0.022048;0.044906;0.0067966;-0.003009
-0.02058;0.044698;0.0076383;-0.0043704
-0.019154;0.04442;0.0084333;-0.0057525
-0.017772;0.044075;0.0091884;-0.0071642
-0.016433;0.043669;0.0099075;-0.0086093
-0.015133;0.043209;0.010591;-0.010084
-0.013873;0.042704;0.011238;-0.011579
-0.012651;0.042158;0.011845;-0.013076
-0.011468;0.041576;0.01241;-0.01455
-0.010329;0.040963;0.012931;-0.015978
-0.0092381;0.040323;0.013401;-0.017335
-0.0082015;0.039661;0.013814;-0.018601
-0.0072254;0.038976;0.014161;-0.019753
-0.0063164;0.038264;0.014438;-0.020769
-0.0054818;0.037514;0.014637;-0.021633
-0.0047284;0.036711;0.014754;-0.022332
-0.0040597;0.03584;0.014785;-0.022866
-0.0034744;0.034892;0.014729;-0.023241
-0.0029654;0.033861;0.014585;-0.023472
-0.0025218;0.03275;0.014353;-0.023578
-0.0021313;0.031564;0.01403;-0.023575
-0.0017826;0.030311;0.013617;-0.023477
-0.0014667;0.029002;0.013112;-0.023298
-0.0011761;0.027652;0.012517;-0.023053
-0.00090534;0.026275;0.011838;-0.022756
-0.00065163;0.02489;0.011081;-0.022421
-0.00041385;0.023512;0.010256;-0.022051
-0.00019153;0.02215;0.0093769;-0.021645
1.6521e-05;0.020812;0.0084594;-0.021195
0.00021228;0.0195;0.0075221;-0.020694
0.0003973;0.018218;0.0065859;-0.020138
0.00057183;0.016968;0.0056714;-0.019523
0.00073501;0.015748;0.0047963;-0.018847
0.00088527;0.014558;0.003974;-0.018112
0.0010209;0.013396;0.0032139;-0.017318
0.0011405;0.012258;0.0025224;-0.01647
0.0012425;0.011146;0.0019032;-0.015577
0.0013243;0.010061;0.0013578;-0.014647
0.0013833;0.0090078;0.00088441;-0.013688
0.0014172;0.0079943;0.00047873;-0.01271
0.0014245;0.0070284;0.00013568;-0.011724
0.0014044;0.0061183;-0.0001491;-0.010741
0.0013573;0.0052711;-0.00037898;-0.0097749
0.0012857;0.0044921;-0.00055683;-0.0088418
0.001194;0.0037852;-0.0006857;-0.0079572
0.0010872;0.0031529;-0.00076919;-0.0071309
0.00096975;0.0025962;-0.0008111;-0.006365
0.00084478;0.0021142;-0.00081558;-0.0056548
0.00071563;0.0017032;-0.00078797;-0.0049916
0.00058649;0.0013571;-0.00073495;-0.0043679
0.00046243;0.0010686;-0.00066343;-0.0037801
0.00034851;0.00083049;-0.00057922;-0.0032279
0.00024891;0.00063572;-0.00048734;-0.0027105
0.00016626;0.00047797;-0.00039298;-0.0022245
0.00010153;0.00035134;-0.00030147;-0.0017655
5.4127e-05;0.0002501;-0.00021736;-0.0013318
2.2516e-05;0.00016909;-0.00014402;-0.00092992
4.7393e-06;0.00010442;-8.3999e-05;-0.00057544
-1.9903e-06;5.4053e-05;-3.9352e-05;-0.00028934
-1.852e-06;1.8127e-05;-1.1441e-05;-9.1938e-05
0;0;0;0
5.9711e-05;0.00010691;-1.4799e-05;-9.3989e-06
0.00019559;0.00035099;-5.9519e-05;-4.3236e-05
0.00040733;0.00073341;-0.00015038;-0.00012304
0.00069423;0.0012532;-0.00030633;-0.00027563
0.001056;0.0019071;-0.00054874;-0.0005295
0.0014931;0.0026903;-0.00089888;-0.0009099
0.0020064;0.003597;-0.0013734;-0.0014355
0.002597;0.0046211;-0.0019796;-0.0021186
0.0032658;0.0057552;-0.0027136;-0.0029658
0.0040148;0.0069906;-0.0035617;-0.0039787
0.0048474;0.0083156;-0.004505;-0.0051524
0.0057677;0.0097153;-0.0055232;-0.006474
0.0067804;0.011174;-0.0065959;-0.007922
0.0078899;0.012676;-0.0077021;-0.0094692
0.0090998;0.01421;-0.0088198;-0.011086
0.010414;0.015766;-0.0099295;-0.012747
0.011837;0.017336;-0.011017;-0.014428
0.013372;0.018909;-0.012074;-0.016109
0.015024;0.02048;-0.013097;-0.017768
0.016793;0.022045;-0.014087;-0.019382
0.018679;0.0236;-0.015043;-0.020928
0.020678;0.025145;-0.015964;-0.022383
0.022783;0.026678;-0.016854;-0.023733
0.024986;0.028202;-0.017715;-0.024962
0.027279;0.02972;-0.01855;-0.026058
0.029654;0.03124;-0.019361;-0.027007
0.032106;0.032766;-0.020143;-0.027791
0.034633;0.034303;-0.02089;-0.028394
0.03724;0.035852;-0.021592;-0.0288
0.039933;0.037413;-0.02224;-0.028993
0.042723;0.038986;-0.02282;-0.02895
0.045624;0.040567;-0.023317;-0.028646
0.048645;0.042155;-0.023717;-0.02805
0.051794;0.04374;-0.024006;-0.027126
0.05507;0.045316;-0.024175;-0.025844
0.058474;0.046871;-0.024216;-0.024177
0.062002;0.048394;-0.024124;-0.022106
0.065654;0.049871;-0.023896;-0.01962
0.069427;0.05129;-0.023535;-0.016717
