time,j4_velocity,j4_velocity_cmd
73.229000512,0.420353946607,0.424778724992
73.230000512,0.420353946607,0.424778724992
73.231000512,0.420353946607,0.424778724992
73.232000512,0.420353946607,0.424778724992
73.233000512,0.420353946607,0.424778724992
73.234000512,0.420353946607,0.424778724992
73.235000512,0.420353946607,0.424778724992
73.236000512,0.420353946607,0.424778724992
73.237000512,0.420353946607,0.424778724992
73.238000512,0.420353946607,0.424778724992
73.239000512,0.436118344930192,0.424778724992
73.240000512,0.427112333408044,0.424778724992
73.241000512,0.433474127878248,0.424778724992
73.242000512,0.429628795192848,0.424778724992
73.243000512,0.434205738268476,0.424778724992
73.244000512,0.442477838534,0.424778724992
73.245000512,0.428478853787258,0.424778724992
73.246000512,0.420353946607,0.424778724992
73.247000512,0.420353946607,0.424778724992
73.248000512,0.43381242186739,0.424778724992
73.249000512,0.429763354169255,0.424778724992
73.250000512,0.420353946607,0.424778724992
73.251000512,0.420353946607,0.424778724992
73.252000512,0.433397991639856,0.424778724992
73.253000512,0.415434613607516,0.424778724992
73.254000512,0.411107389475545,0.424778724992
