%time,field.poisonStamp.originator,field.poisonStamp.description,field.poisonStamp.qos,field.torques0.timeStamp,field.torques0.joint_uri,field.torques0.unit,field.torques0.value
1583419944108928991,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944109960559,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944110923061,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944111936689,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944112919110,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944113932312,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944114922614,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944115938915,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944116937831,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944117925468,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944118922300,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944119926433,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944120926211,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944121959503,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944122918877,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944123953617,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944124920795,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944125961057,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944126926410,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944127924265,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944128922035,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944129939926,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944130925590,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944131950767,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944132941317,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944133941147,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944134952757,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944135921658,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944136936090,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944137920662,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944138928465,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944139921140,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944140925699,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944141936222,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944142951278,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944143951172,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944144921117,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944145925375,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944146935289,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944147965127,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944148925250,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944149940130,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944150932878,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944151965061,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944152925725,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944153922642,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944154950203,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944155920170,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944156937109,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944157925508,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944158930577,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944159938685,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944160970543,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944161967751,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944162930005,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944163927846,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944164943239,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944165947770,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944166938870,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944167946067,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944168909648,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944169944136,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944170961385,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944171947495,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944172952029,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944173960625,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944174943358,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944175964396,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944176916184,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944177936602,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944178928677,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944179944682,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944180961395,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944181935337,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944182909244,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944183913440,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944184911956,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944185918042,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944186918591,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944187935589,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944188913478,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944189908261,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944190926999,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944191907634,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944192936647,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944193952802,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944194939324,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944195959575,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944196911650,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944197941949,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944198933793,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944199918997,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944200918644,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944201906520,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944202948699,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944203948999,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944204939974,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944205946811,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944206941233,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944207960882,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944208921986,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944209960987,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944210923342,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944211970139,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944212954498,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944213964948,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944214921598,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944215966435,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944216920833,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944217947419,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944218913548,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944219927750,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944220926033,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944221944119,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944222913950,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944223913269,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944224941605,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944225935650,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944226938869,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944227919498,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944228954677,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944229965428,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944230974857,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944231978557,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944232942665,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944233933106,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944234959438,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944235935107,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944236976553,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944237938644,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944238920024,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944239941285,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944240927133,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944241965280,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944242924292,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944243947682,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944244913040,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944245932220,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944246935343,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944247961462,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944248974373,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944249915866,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944250917639,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944251938750,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944252941545,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944253937458,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944254919682,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944255925607,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944256926325,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944257938651,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944258939786,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944259958740,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944260935474,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944261963455,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944262958942,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944263956192,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944264921096,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944265940719,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944266962527,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944267949016,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944268922294,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944269937408,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944270919150,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944271949661,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944272951182,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944273977891,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944274962449,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944275975912,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944276962677,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944277982027,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944278936576,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944279917996,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944280950246,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944281942026,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944282920296,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944283931186,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944284916980,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944286005192,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944286935116,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944287992160,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944288930751,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944289986434,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944290919585,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944291934476,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944292921883,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944293949791,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944294920037,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944295915273,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944296920848,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944297915269,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944298952182,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944299932535,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944300924168,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944301925561,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944302924966,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944303924429,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944304968000,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
1583419944305949018,,,0.0,0,arm_joint_2,m^2 kg s^-2 rad^-1,0.0
