time,tau_e2,tau_e3,tau_e4,tau_sp2,tau_sp3,tau_sp4
0.05600384,0,0,0,0.94068,1.8961,1.126131
0.05700384,0,0,0,0.94068,1.8961,1.126131
0.05800384,0,0,0,0.94068,1.8961,1.126131
0.05900384,0,0,0,0.94068,1.8961,1.126131
0.06000384,0,0,0,0.94068,1.8961,1.126131
0.06100384,0,0,0,0.94068,1.8961,1.126131
0.06200384,0,0,0,0.94068,1.8961,1.126131
0.06300384,0,0,0,0.94068,1.8961,1.126131
0.06400384,0,0,0,0.94068,1.8961,1.126131
0.06500384,0,0,0,0.94068,1.8961,1.126131
0.06600384,0,0,0,0.94068,1.8961,1.126131
0.06700384,0,0,0,0.94068,1.8961,1.126131
0.06800384,0,0,0,0.94068,1.8961,1.126131
0.06900384,0,0,0,0.94068,1.8961,1.126131
0.07000384,0,0,0,0.94068,1.8961,1.126131
0.07100384,0,0,0,0.94068,1.8961,1.126131
0.07200384,0,0,0,0.94068,1.8961,1.126131
0.07300384,0,0,0,0.94068,1.8961,1.126131
0.07400384,0,0,0,0.94068,1.8961,1.126131
0.07500384,0,0,0,0.94068,1.8961,1.126131
0.07600384,0,0,0,0.94068,1.8961,1.126131
0.07700384,0,0,0,0.94068,1.8961,1.126131
0.07800384,0,0,0,0.94068,1.8961,1.126131
0.07900384,0,0,0,0.94068,1.8961,1.126131
0.08000384,0,0,0,0.94068,1.8961,1.126131
0.08100384,0,0,0,0.94068,1.8961,1.126131
0.08200384,0,0,0,0.94068,1.8961,1.126131
0.08300384,0,0,0,0.94068,1.8961,1.126131
0.08400384,0,0,0,0.94068,1.8961,1.126131
0.08500384,0,0,0,0.94068,1.8961,1.126131
0.08600384,0,0,0,0.94068,1.8961,1.126131
0.08700384,0,0,0,0.94068,1.8961,1.126131
0.08800384,0,0,0,0.94068,1.8961,1.126131
0.08900384,0,0,0,0.94068,1.8961,1.126131
0.09000384,0,0,0,0.94068,1.8961,1.126131
0.09100384,0,0,0,0.94068,1.8961,1.126131
0.09200384,0,0,0,0.94068,1.8961,1.126131
0.09300384,0,0,0,0.94068,1.8961,1.126131
0.09400384,0,0,0,0.94068,1.8961,1.126131
0.09500384,0,0,0,0.94068,1.8961,1.126131
0.09600384,0,0,0,0.94068,1.8961,1.126131
0.09700384,0,0,0,0.94068,1.8961,1.126131
0.09800384,0,0,0,0.94068,1.8961,1.126131
0.09900384,0,0,0,0.94068,1.8961,1.126131
0.10000384,0,0,0,0.94068,1.8961,1.126131
0.10100384,0,0,0,0.94068,1.8961,1.126131
0.10200384,0,0,0,0.94068,1.8961,1.126131
0.10300384,0,0,0,0.94068,1.8961,1.126131
0.10400384,0,0,0,0.94068,1.8961,1.126131
0.10500384,0,0,0,0.94068,1.8961,1.126131
0.10600384,0,0,0,0.94068,1.8961,1.126131
0.10700384,0,0,0,0.94068,1.8961,1.126131
0.10800384,0,0,0,0.94068,1.8961,1.126131
0.10900384,0,0,0,0.94068,1.8961,1.126131
0.11000384,0,0,0,0.94068,1.8961,1.126131
0.11100384,0,0,0,0.94068,1.8961,1.126131
0.11200384,0,0,0,0.94068,1.8961,1.126131
0.11300384,0,0,0,0.94068,1.8961,1.126131
0.11400384,0,0,0,0.94068,1.8961,1.126131
0.11500384,0,0,0,0.94068,1.8961,1.126131
0.11600384,0,0,0,0.94068,1.8961,1.126131
0.11700384,0,0,0,0.94068,1.8961,1.126131
0.11800384,0,0,0,0.94068,1.8961,1.126131
0.11900384,0,0,0,0.94068,1.8961,1.126131
0.12000384,0,0,0,0.94068,1.8961,1.126131
0.12100384,0,0,0,0.94068,1.8961,1.126131
0.12200384,0,0,0,0.94068,1.8961,1.126131
0.12300384,0,0,0,0.94068,1.8961,1.126131
0.12400384,0,0,0,0.94068,1.8961,1.126131
0.12500384,0,0,0,0.94068,1.8961,1.126131
0.12600384,0,0,0,0.94068,1.8961,1.126131
0.12700384,0,0,0,0.94068,1.8961,1.126131
0.12800384,0,0,0,0.94068,1.8961,1.126131
0.12900384,0,0,0,0.94068,1.8961,1.126131
0.13000384,0,0,0,0.94068,1.8961,1.126131
0.13100384,0,0,0,0.94068,1.8961,1.126131
0.13200384,0,0,0,0.94068,1.8961,1.126131
0.13300384,0,0,0,0.94068,1.8961,1.126131
0.13400384,0,0,0,0.94068,1.8961,1.126131
0.13500384,0,0,0,0.94068,1.8961,1.126131
0.13600384,0,0,0,0.94068,1.8961,1.126131
0.13700384,0,0,0,0.94068,1.8961,1.126131
0.13800384,0,0,0,0.94068,1.8961,1.126131
0.13900384,0,0,0,0.94068,1.8961,1.126131
0.14000384,0,0,0,0.94068,1.8961,1.126131
0.14100384,0,0,0,0.94068,1.8961,1.126131
0.14200384,0,0,0,0.94068,1.8961,1.126131
0.14300384,0,0,0,0.94068,1.8961,1.126131
0.14400384,0,0,0,0.94068,1.8961,1.126131
0.14500384,0,0,0,0.94068,1.8961,1.126131
0.14600384,0,0,0,0.94068,1.8961,1.126131
0.14700384,0,0,0,0.94068,1.8961,1.126131
0.14800384,0,0,0,0.94068,1.8961,1.126131
0.14900384,0,0,0,0.94068,1.8961,1.126131
0.15000384,0,0,0,0.94068,1.8961,1.126131
0.15100384,0,0,0,0.94068,1.8961,1.126131
0.15200384,0,0,0,0.94068,1.8961,1.126131
0.15300384,0,0,0,0.94068,1.8961,1.126131
0.15400384,0,0,0,0.94068,1.8961,1.126131
0.15500384,0,0,0,0.94068,1.8961,1.126131
0.15600384,0,0,0,0.94068,1.8961,1.126131
0.15700384,0,0,0,0.94068,1.8961,1.126131
0.15800384,0,0,0,0.94068,1.8961,1.126131
0.15900384,0,0,0,0.94068,1.8961,1.126131
0.16000384,0,0,0,0.94068,1.8961,1.126131
0.16100384,0,0,0,0.94068,1.8961,1.126131
0.16200384,0,0,0,0.94068,1.8961,1.126131
0.16300384,0,0,0,0.94068,1.8961,1.126131
0.16400384,0,0,0,0.94068,1.8961,1.126131
0.16500384,0,0,0,0.94068,1.8961,1.126131
0.16600384,0,0,0,0.94068,1.8961,1.126131
0.16700384,0,0,0,0.94068,1.8961,1.126131
0.16800384,0,0,0,0.94068,1.8961,1.126131
0.16900384,0,0,0,0.94068,1.8961,1.126131
0.17000384,0,0,0,0.94068,1.8961,1.126131
0.17100384,0,0,0,0.94068,1.8961,1.126131
0.17200384,0,0,0,0.94068,1.8961,1.126131
0.17300384,0,0,0,0.94068,1.8961,1.126131
0.17400384,0,0,0,0.94068,1.8961,1.126131
0.17500384,0,0,0,0.94068,1.8961,1.126131
0.17600384,0,0,0,0.94068,1.8961,1.126131
0.17700384,0,0,0,0.94068,1.8961,1.126131
0.17800384,0,0,0,0.94068,1.8961,1.126131
0.17900384,0,0,0,0.94068,1.8961,1.126131
0.18000384,0,0,0,0.94068,1.8961,1.126131
0.18100384,0,0,0,0.94068,1.8961,1.126131
0.18200384,0,0,0,0.94068,1.8961,1.126131
0.18300384,0,0,0,0.94068,1.8961,1.126131
0.18400384,0,0,0,0.94068,1.8961,1.126131
0.18500384,0,0,0,0.94068,1.8961,1.126131
0.18600384,0,0,0,0.94068,1.8961,1.126131
0.18700384,0,0,0,0.94068,1.8961,1.126131
0.18800384,0,0,0,0.94068,1.8961,1.126131
0.18900384,0,0,0,0.94068,1.8961,1.126131
0.19000384,0,0,0,0.94068,1.8961,1.126131
0.19100384,0,0,0,0.94068,1.8961,1.126131
0.19200384,0,0,0,0.94068,1.8961,1.126131
0.19300384,0,0,0,0.94068,1.8961,1.126131
0.19400384,0,0,0,0.94068,1.8961,1.126131
0.19500384,0,0,0,0.94068,1.8961,1.126131
0.19600384,0,0,0,0.94068,1.8961,1.126131
0.19700384,0,0,0,0.94068,1.8961,1.126131
0.19800384,0,0,0,0.94068,1.8961,1.126131
0.19900384,0,0,0,0.94068,1.8961,1.126131
0.20000384,0,0,0,0.94068,1.8961,1.126131
0.20100384,0,0,0,0.94068,1.8961,1.126131
0.20200384,0,0,0,0.94068,1.8961,1.126131
0.20300384,0,0,0,0.94068,1.8961,1.126131
0.20400384,0,0,0,0.94068,1.8961,1.126131
0.20500384,0,0,0,0.94068,1.8961,1.126131
0.20600384,0,0,0,0.94068,1.8961,1.126131
0.20700384,0,0,0,0.94068,1.8961,1.126131
0.20800384,0,0,0,0.94068,1.8961,1.126131
0.20900384,0,0,0,0.94068,1.8961,1.126131
0.21000384,0,0,0,0.94068,1.8961,1.126131
0.21100384,0,0,0,0.94068,1.8961,1.126131
0.21200384,0,0,0,0.94068,1.8961,1.126131
0.21300384,0,0,0,0.94068,1.8961,1.126131
0.21400384,0,0,0,0.94068,1.8961,1.126131
0.21500384,0,0,0,0.94068,1.8961,1.126131
0.21600384,0,0,0,0.94068,1.8961,1.126131
0.21700384,0,0,0,0.94068,1.8961,1.126131
0.21800384,0,0,0,0.94068,1.8961,1.126131
0.21900384,0,0,0,0.94068,1.8961,1.126131
0.22000384,0,0,0,0.94068,1.8961,1.126131
0.22100384,0,0,0,0.94068,1.8961,1.126131
0.22200384,0,0,0,0.94068,1.8961,1.126131
0.22300384,0,0,0,0.94068,1.8961,1.126131
0.22400384,0,0,0,0.94068,1.8961,1.126131
0.22500384,0,0,0,0.94068,1.8961,1.126131
0.22600384,0,0,0,0.94068,1.8961,1.126131
0.22700384,0,0,0,0.94068,1.8961,1.126131
0.22800384,0,0,0,0.94068,1.8961,1.126131
0.22900384,0,0,0,0.94068,1.8961,1.126131
0.23000384,0,0,0,0.94068,1.8961,1.126131
0.23100384,0,0,0,0.94068,1.8961,1.126131
0.23200384,0,0,0,0.94068,1.8961,1.126131
0.23300384,0,0,0,0.94068,1.8961,1.126131
0.23400384,0,0,0,0.94068,1.8961,1.126131
0.23500384,0,0,0,0.94068,1.8961,1.126131
0.23600384,0,0,0,0.94068,1.8961,1.126131
0.23700384,0,0,0,0.94068,1.8961,1.126131
0.23800384,0,0,0,0.94068,1.8961,1.126131
0.23900384,0,0,0,0.94068,1.8961,1.126131
0.24000384,0,0,0,0.94068,1.8961,1.126131
0.24100384,0,0,0,0.94068,1.8961,1.126131
0.24200384,0,0,0,0.94068,1.8961,1.126131
0.24300384,0,0,0,0.94068,1.8961,1.126131
0.24400384,0,0,0,0.94068,1.8961,1.126131
0.24500384,0,0,0,0.94068,1.8961,1.126131
0.24600384,0,0,0,0.94068,1.8961,1.126131
0.24700384,0,0,0,0.94068,1.8961,1.126131
0.24800384,0,0,0,0.94068,1.8961,1.126131
0.24900384,0,0,0,0.94068,1.8961,1.126131
0.25000384,0,0,0,0.94068,1.8961,1.126131
0.25100384,0,0,0,0.94068,1.8961,1.126131
0.25200384,0,0,0,0.94068,1.8961,1.126131
0.25300384,0,0,0,0.94068,1.8961,1.126131
0.25400384,0,0,0,0.94068,1.8961,1.126131
0.25500384,0,0,0,0.94068,1.8961,1.126131
0.25600384,0,0,0,0.94068,1.8961,1.126131
0.25700384,0,0,0,0.94068,1.8961,1.126131
0.25800384,0,0,0,0.94068,1.8961,1.126131
0.25900384,0,0,0,0.94068,1.8961,1.126131
0.26000384,0,0,0,0.94068,1.8961,1.126131
0.26100384,0,0,0,0.94068,1.8961,1.126131
0.26200384,0,0,0,0.94068,1.8961,1.126131
0.26300384,0,0,0,0.94068,1.8961,1.126131
0.26400384,0,0,0,0.94068,1.8961,1.126131
0.26500384,0,0,0,0.94068,1.8961,1.126131
0.26600384,0,0,0,0.94068,1.8961,1.126131
0.26700384,0,0,0,0.94068,1.8961,1.126131
0.26800384,0,0,0,0.94068,1.8961,1.126131
0.26900384,0,0,0,0.94068,1.8961,1.126131
0.27000384,0,0,0,0.94068,1.8961,1.126131
0.27100384,0,0,0,0.94068,1.8961,1.126131
0.27200384,0,0,0,0.94068,1.8961,1.126131
0.27300384,0,0,0,0.94068,1.8961,1.126131
0.27400384,0,0,0,0.94068,1.8961,1.126131
0.27500384,0,0,0,0.94068,1.8961,1.126131
0.27600384,0,0,0,0.94068,1.8961,1.126131
0.27700384,0,0,0,0.94068,1.8961,1.126131
0.27800384,0,0,0,0.94068,1.8961,1.126131
0.27900384,0,0,0,0.94068,1.8961,1.126131
0.28000384,0,0,0,0.94068,1.8961,1.126131
0.28100384,0,0,0,0.94068,1.8961,1.126131
0.28200384,0,0,0,0.94068,1.8961,1.126131
0.28300384,0,0,0,0.94068,1.8961,1.126131
0.28400384,0,0,0,0.94068,1.8961,1.126131
0.28500384,0,0,0,0.94068,1.8961,1.126131
0.28600384,0,0,0,0.94068,1.8961,1.126131
0.28700384,0,0,0,0.94068,1.8961,1.126131
0.28800384,0,0,0,0.94068,1.8961,1.126131
0.28900384,0,0,0,0.94068,1.8961,1.126131
0.29000384,0,0,0,0.94068,1.8961,1.126131
0.29100384,0,0,0,0.94068,1.8961,1.126131
0.29200384,0,0,0,0.94068,1.8961,1.126131
0.29300384,0,0,0,0.94068,1.8961,1.126131
0.29400384,0,0,0,0.94068,1.8961,1.126131
0.29500384,0,0,0,0.94068,1.8961,1.126131
0.29600384,0,0,0,0.94068,1.8961,1.126131
0.29700384,0,0,0,0.94068,1.8961,1.126131
0.29800384,0,0,0,0.94068,1.8961,1.126131
0.29900384,0,0,0,0.94068,1.8961,1.126131
0.30000384,0,0,0,0.94068,1.8961,1.126131
0.30100384,0,0,0,0.94068,1.8961,1.126131
0.30200384,0,0,0,0.94068,1.8961,1.126131
0.30300384,0,0,0,0.94068,1.8961,1.126131
0.30400384,0,0,0,0.94068,1.8961,1.126131
0.30500384,0,0,0,0.94068,1.8961,1.126131
0.30600384,0,0,0,0.94068,1.8961,1.126131
0.30700384,0,0,0,0.94068,1.8961,1.126131
0.30800384,0,0,0,0.94068,1.8961,1.126131
0.30900384,0,0,0,0.94068,1.8961,1.126131
0.31000384,0,0,0,0.94068,1.8961,1.126131
0.31100384,0,0,0,0.94068,1.8961,1.126131
0.31200384,0,0,0,0.94068,1.8961,1.126131
0.31300384,0,0,0,0.94068,1.8961,1.126131
0.31400384,0,0,0,0.94068,1.8961,1.126131
0.31500384,0,0,0,0.94068,1.8961,1.126131
0.31600384,0,0,0,0.94068,1.8961,1.126131
0.31700384,0,0,0,0.94068,1.8961,1.126131
0.31800384,0,0,0,0.94068,1.8961,1.126131
0.31900384,0,0,0,0.94068,1.8961,1.126131
0.32000384,0,0,0,0.94068,1.8961,1.126131
0.32100384,0,0,0,0.94068,1.8961,1.126131
0.32200384,0,0,0,0.94068,1.8961,1.126131
0.32300384,0,0,0,0.94068,1.8961,1.126131
0.32400384,0,0,0,0.94068,1.8961,1.126131
0.32500384,0,0,0,0.94068,1.8961,1.126131
0.32600384,0,0,0,0.94068,1.8961,1.126131
0.32700384,0,0,0,0.94068,1.8961,1.126131
0.32800384,0,0,0,0.94068,1.8961,1.126131
0.32900384,0,0,0,0.94068,1.8961,1.126131
0.33000384,0,0,0,0.94068,1.8961,1.126131
0.33100384,0,0,0,0.94068,1.8961,1.126131
0.33200384,0,0,0,0.94068,1.8961,1.126131
0.33300384,0,0,0,0.94068,1.8961,1.126131
0.33400384,0,0,0,0.94068,1.8961,1.126131
0.33500384,0,0,0,0.94068,1.8961,1.126131
0.33600384,0,0,0,0.94068,1.8961,1.126131
0.33700384,0,0,0,0.94068,1.8961,1.126131
0.33800384,0,0,0,0.94068,1.8961,1.126131
0.33900384,0,0,0,0.94068,1.8961,1.126131
0.34000384,0,0,0,0.94068,1.8961,1.126131
0.34100384,0,0,0,0.94068,1.8961,1.126131
0.34200384,0,0,0,0.94068,1.8961,1.126131
0.34300384,0,0,0,0.94068,1.8961,1.126131
0.34400384,0,0,0,0.94068,1.8961,1.126131
0.34500384,0,0,0,0.94068,1.8961,1.126131
0.34600384,0,0,0,0.94068,1.8961,1.126131
0.34700384,0,0,0,0.94068,1.8961,1.126131
0.34800384,0,0,0,0.94068,1.8961,1.126131
0.34900384,0,0,0,0.94068,1.8961,1.126131
0.35000384,0,0,0,0.94068,1.8961,1.126131
0.35100384,0,0,0,0.94068,1.8961,1.126131
0.35200384,0,0,0,0.94068,1.8961,1.126131
0.35300384,0,0,0,0.94068,1.8961,1.126131
0.35400384,0,0,0,0.94068,1.8961,1.126131
0.35500384,0,0,0,0.94068,1.8961,1.126131
0.35600384,0,0,0,0.94068,1.8961,1.126131
0.35700384,0,0,0,0.94068,1.8961,1.126131
0.35800384,0,0,0,0.94068,1.8961,1.126131
0.35900384,0,0,0,0.94068,1.8961,1.126131
0.36000384,0,0,0,0.94068,1.8961,1.126131
0.36100384,0,0,0,0.94068,1.8961,1.126131
0.36200384,0,0,0,0.94068,1.8961,1.126131
0.36300384,0,0,0,0.94068,1.8961,1.126131
0.36400384,0,0,0,0.94068,1.8961,1.126131
0.36500384,0,0,0,0.94068,1.8961,1.126131
0.36600384,0,0,0,0.94068,1.8961,1.126131
0.36700384,0,0,0,0.94068,1.8961,1.126131
0.36800384,0,0,0,0.94068,1.8961,1.126131
0.36900384,0,0,0,0.94068,1.8961,1.126131
0.37000384,0,0,0,0.94068,1.8961,1.126131
0.37100384,0,0,0,0.94068,1.8961,1.126131
0.37200384,0,0,0,0.94068,1.8961,1.126131
0.37300384,0,0,0,0.94068,1.8961,1.126131
0.37400384,0,0,0,0.94068,1.8961,1.126131
0.37500384,0,0,0,0.94068,1.8961,1.126131
0.37600384,0,0,0,0.94068,1.8961,1.126131
0.37700384,0,0,0,0.94068,1.8961,1.126131
0.37800384,0,0,0,0.94068,1.8961,1.126131
0.37900384,0,0,0,0.94068,1.8961,1.126131
0.38000384,0,0,0,0.94068,1.8961,1.126131
0.38100384,0,0,0,0.94068,1.8961,1.126131
0.38200384,0,0,0,0.94068,1.8961,1.126131
0.38300384,0,0,0,0.94068,1.8961,1.126131
0.38400384,0,0,0,0.94068,1.8961,1.126131
0.38500384,0,0,0,0.94068,1.8961,1.126131
0.38600384,0,0,0,0.94068,1.8961,1.126131
0.38700384,0,0,0,0.94068,1.8961,1.126131
0.38800384,0,0,0,0.94068,1.8961,1.126131
0.38900384,0,0,0,0.94068,1.8961,1.126131
0.39000384,0,0,0,0.94068,1.8961,1.126131
0.39100384,0,0,0,0.94068,1.8961,1.126131
0.39200384,0,0,0,0.94068,1.8961,1.126131
0.39300384,0,0,0,0.94068,1.8961,1.126131
0.39400384,0,0,0,0.94068,1.8961,1.126131
0.39500384,0,0,0,0.94068,1.8961,1.126131
0.39600384,0,0,0,0.94068,1.8961,1.126131
0.39700384,0,0,0,0.94068,1.8961,1.126131
0.39800384,0,0,0,0.94068,1.8961,1.126131
0.39900384,0,0,0,0.94068,1.8961,1.126131
0.40000384,0,0,0,0.94068,1.8961,1.126131
0.40100384,0,0,0,0.94068,1.8961,1.126131
0.40200384,0,0,0,0.94068,1.8961,1.126131
0.40300384,0,0,0,0.94068,1.8961,1.126131
0.40400384,0,0,0,0.94068,1.8961,1.126131
0.40500384,0,0,0,0.94068,1.8961,1.126131
0.40600384,0,0,0,0.94068,1.8961,1.126131
0.40700384,0,0,0,0.94068,1.8961,1.126131
0.40800384,0,0,0,0.94068,1.8961,1.126131
0.40900384,0,0,0,0.94068,1.8961,1.126131
0.41000384,0,0,0,0.94068,1.8961,1.126131
0.41100384,0,0,0,0.94068,1.8961,1.126131
0.41200384,0,0,0,0.94068,1.8961,1.126131
0.41300384,0,0,0,0.94068,1.8961,1.126131
0.41400384,0,0,0,0.94068,1.8961,1.126131
0.41500384,0,0,0,0.94068,1.8961,1.126131
0.41600384,0,0,0,0.94068,1.8961,1.126131
0.41700384,0,0,0,0.94068,1.8961,1.126131
0.41800384,0,0,0,0.94068,1.8961,1.126131
0.41900384,0,0,0,0.94068,1.8961,1.126131
0.42000384,0,0,0,0.94068,1.8961,1.126131
0.42100384,0,0,0,0.94068,1.8961,1.126131
0.42200384,0,0,0,0.94068,1.8961,1.126131
0.42300384,0,0,0,0.94068,1.8961,1.126131
0.42400384,0,0,0,0.94068,1.8961,1.126131
0.42500384,0,0,0,0.94068,1.8961,1.126131
0.42600384,0,0,0,0.94068,1.8961,1.126131
0.42700384,0,0,0,0.94068,1.8961,1.126131
0.42800384,0,0,0,0.94068,1.8961,1.126131
0.42900384,0,0,0,0.94068,1.8961,1.126131
0.43000384,0,0,0,0.94068,1.8961,1.126131
0.43100384,0,0,0,0.94068,1.8961,1.126131
0.43200384,0,0,0,0.94068,1.8961,1.126131
0.43300384,0,0,0,0.94068,1.8961,1.126131
0.43400384,0,0,0,0.94068,1.8961,1.126131
0.43500384,0,0,0,0.94068,1.8961,1.126131
0.43600384,0,0,0,0.94068,1.8961,1.126131
0.43700384,0,0,0,0.94068,1.8961,1.126131
0.43800384,0,0,0,0.94068,1.8961,1.126131
0.43900384,0,0,0,0.94068,1.8961,1.126131
0.44000384,0,0,0,0.94068,1.8961,1.126131
0.44100384,0,0,0,0.94068,1.8961,1.126131
0.44200384,0,0,0,0.94068,1.8961,1.126131
0.44300384,0,0,0,0.94068,1.8961,1.126131
0.44400384,0,0,0,0.94068,1.8961,1.126131
0.44500384,0,0,0,0.94068,1.8961,1.126131
0.44600384,0,0,0,0.94068,1.8961,1.126131
0.44700384,0,0,0,0.94068,1.8961,1.126131
0.44800384,0,0,0,0.94068,1.8961,1.126131
0.44900384,0,0,0,0.94068,1.8961,1.126131
0.45000384,0,0,0,0.94068,1.8961,1.126131
0.45100384,0,0,0,0.94068,1.8961,1.126131
0.45200384,0,0,0,0.94068,1.8961,1.126131
0.45300384,0,0,0,0.94068,1.8961,1.126131
0.45400384,0,0,0,0.94068,1.8961,1.126131
0.45500384,0,0,0,0.94068,1.8961,1.126131
0.45600384,0,0,0,0.94068,1.8961,1.126131
0.45700384,0,0,0,0.94068,1.8961,1.126131
0.45800384,0,0,0,0.94068,1.8961,1.126131
0.45900384,0,0,0,0.94068,1.8961,1.126131
0.46000384,0,0,0,0.94068,1.8961,1.126131
0.46100384,0,0,0,0.94068,1.8961,1.126131
0.46200384,0,0,0,0.94068,1.8961,1.126131
0.46300384,0,0,0,0.94068,1.8961,1.126131
0.46400384,0,0,0,0.94068,1.8961,1.126131
0.46500384,0,0,0,0.94068,1.8961,1.126131
0.46600384,0,0,0,0.94068,1.8961,1.126131
0.46700384,0,0,0,0.94068,1.8961,1.126131
0.46800384,0,0,0,0.94068,1.8961,1.126131
0.46900384,0,0,0,0.94068,1.8961,1.126131
0.47000384,0,0,0,0.94068,1.8961,1.126131
0.47100384,0,0,0,0.94068,1.8961,1.126131
0.47200384,0,0,0,0.94068,1.8961,1.126131
0.47300384,0,0,0,0.94068,1.8961,1.126131
0.47400384,0,0,0,0.94068,1.8961,1.126131
0.47500384,0,0,0,0.94068,1.8961,1.126131
0.47600384,0,0,0,0.94068,1.8961,1.126131
0.47700384,0,0,0,0.94068,1.8961,1.126131
0.47800384,0,0,0,0.94068,1.8961,1.126131
0.47900384,0,0,0,0.94068,1.8961,1.126131
0.48000384,0,0,0,0.94068,1.8961,1.126131
0.48100384,0,0,0,0.94068,1.8961,1.126131
0.48200384,0,0,0,0.94068,1.8961,1.126131
0.48300384,0,0,0,0.94068,1.8961,1.126131
0.48400384,0,0,0,0.94068,1.8961,1.126131
0.48500384,0,0,0,0.94068,1.8961,1.126131
0.48600384,0,0,0,0.94068,1.8961,1.126131
0.48700384,0,0,0,0.94068,1.8961,1.126131
0.48800384,0,0,0,0.94068,1.8961,1.126131
0.48900384,0,0,0,0.94068,1.8961,1.126131
0.49000384,0,0,0,0.94068,1.8961,1.126131
0.49100384,0,0,0,0.94068,1.8961,1.126131
0.49200384,0,0,0,0.94068,1.8961,1.126131
0.49300384,0,0,0,0.94068,1.8961,1.126131
0.49400384,0,0,0,0.94068,1.8961,1.126131
0.49500384,0,0,0,0.94068,1.8961,1.126131
0.49600384,0,0,0,0.94068,1.8961,1.126131
0.49700384,0,0,0,0.94068,1.8961,1.126131
0.49800384,0,0,0,0.94068,1.8961,1.126131
0.49900384,0,0,0,0.94068,1.8961,1.126131
0.50000384,0,0,0,0.94068,1.8961,1.126131
0.50100384,0,0,0,0.94068,1.8961,1.126131
0.50200384,0,0,0,0.94068,1.8961,1.126131
0.50300384,0,0,0,0.94068,1.8961,1.126131
0.50400384,0,0,0,0.94068,1.8961,1.126131
0.50500384,0,0,0,0.94068,1.8961,1.126131
0.50600384,0,0,0,0.94068,1.8961,1.126131
0.50700384,0,0,0,0.94068,1.8961,1.126131
0.50800384,0,0,0,0.94068,1.8961,1.126131
0.50900384,0,0,0,0.94068,1.8961,1.126131
0.51000384,0,0,0,0.94068,1.8961,1.126131
0.51100384,0,0,0,0.94068,1.8961,1.126131
0.51200384,0,0,0,0.94068,1.8961,1.126131
0.51300384,0,0,0,0.94068,1.8961,1.126131
0.51400384,0,0,0,0.94068,1.8961,1.126131
