%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1554455016676815470,162534,1554455016676751881,base_link,-14.071454,0.248428,-11.161425,0.024565,0.869272,0.056338
1554455016678827231,162535,1554455016678763125,base_link,-14.071483,0.21385,-11.117923,0.024327,0.870008,0.055511
1554455016680856807,162536,1554455016680766191,base_link,-14.094869,0.252923,-11.642721,0.025204,0.869857,0.061284
1554455016682834848,162537,1554455016682772099,base_link,-14.080206,0.246166,-11.722192,0.025169,0.869365,0.061044
1554455016684848440,162538,1554455016684783543,base_link,-14.155895,0.234671,-11.330324,0.025348,0.869672,0.058412
1554455016686817944,162539,1554455016686757406,base_link,-14.129894,0.117288,-11.085054,0.02392,0.869416,0.058044
1554455016688822295,162540,1554455016688761681,base_link,-14.142678,0.271684,-11.124604,0.025303,0.870553,0.057003
1554455016690864806,162541,1554455016690806648,base_link,-14.120461,0.218649,-10.643567,0.025611,0.869944,0.052071
1554455016692877114,162542,1554455016692812879,base_link,-14.049894,0.227046,-10.624506,0.026057,0.869273,0.052293
1554455016694875537,162543,1554455016694823297,base_link,-14.043684,0.277269,-11.018383,0.025441,0.870625,0.055354
1554455016696884954,162544,1554455016696824448,base_link,-14.071862,0.266059,-11.185938,0.025328,0.868913,0.057395
1554455016698893401,162545,1554455016698836157,base_link,-14.084258,0.287423,-11.207059,0.025468,0.870927,0.057413
